-1.008349,-0.228222,-0.289498,0.432872,0.050301,-0.001263,-0.447924,-0.571462,0.166065,0.273742
-0.369437,0.374635,0.175893,-0.226409,-0.435432,-0.401869,0.355392,-0.049847,-0.259621,-1.234573
-0.166692,0.396107,0.611903,-0.250920,-0.490487,0.140237,0.184212,-0.475324,0.034816,-1.215582
0.193556,-0.072634,0.100998,-0.276790,-0.775977,0.984826,-0.562360,-0.105124,-0.134648,0.276467
-0.164772,0.297265,-0.653598,0.433030,-1.056972,0.620840,-0.318838,-1.042783,-0.623310,-0.289999
-0.569959,0.798828,-0.040458,-0.510352,0.484530,-0.064074,-0.034514,-0.367300,-0.742188,0.116306
-0.171736,0.939220,0.281103,-0.411293,-0.718856,-0.179145,-0.376749,0.244654,-0.786900,-0.510526
0.372901,-0.103537,-0.144239,-0.023356,0.093694,-0.248506,0.407951,-0.627500,0.392905,-0.817944
0.284451,-0.124793,-0.178852,0.206659,-0.674113,-0.190031,-0.383185,-0.173742,0.246895,-0.570547
-0.948875,0.463343,-0.077606,0.280786,-0.105681,0.198826,-0.982458,0.011430,-0.427369,-0.272481
-0.042045,-0.485648,0.197445,-0.475787,0.515224,-0.213880,0.094030,-0.360478,-0.164814,-0.183529
-0.441788,-0.231032,0.268627,0.215903,0.540559,0.123770,-0.336887,0.083079,0.331550,-0.268389
-0.691608,0.025559,0.431508,-0.266166,-0.313455,0.182176,0.084237,-0.068259,0.252934,0.022630
0.311116,-0.058720,0.355601,0.112207,-0.224204,-0.742918,0.131654,0.148902,0.070187,0.390054
-0.165608,-0.390004,0.444421,0.008398,0.411106,0.092686,0.360151,0.248346,-0.417758,-0.876639
0.043489,-0.584517,0.207394,0.352736,-0.066201,-0.017900,-0.053806,-0.655247,-0.114462,-0.097581
-0.066050,0.094018,-1.103436,-0.262963,-0.037375,0.166758,0.010754,-0.067968,0.126877,0.301288
-0.495522,0.381531,-0.400718,0.059567,0.361153,-0.379695,-0.787209,0.225591,0.351191,0.448401
-0.484637,-0.187554,-0.537034,-0.490332,0.266487,-0.005421,0.430505,-0.458776,0.385251,-0.261010
0.304528,-0.558785,0.264933,-0.271775,-0.280497,-0.158348,-0.483163,-0.503887,0.148935,0.308466
-0.709301,0.020633,-0.208129,0.299420,-1.272086,-0.241816,-0.961481,0.723084,-0.599512,-0.545300
0.232956,-0.427236,-0.167748,-0.385744,-0.914776,0.606381,0.451209,-0.539800,-0.012341,-0.277684
0.567599,-0.672093,0.429394,-0.174004,0.255507,-0.254458,0.241466,0.226065,-0.923687,0.292330
-0.103896,-0.621078,-0.273528,-0.024729,0.232314,-0.381015,0.045305,0.364679,0.110302,0.201456
0.424887,-0.309217,-0.766115,-0.471059,-0.033386,0.516229,0.279869,-0.051851,-0.056287,0.347684
0.482497,0.140890,-0.558385,0.362533,0.139073,-0.282583,0.141969,0.201521,-1.102326,0.412883
0.401681,-0.247503,0.426126,0.364526,-0.799899,-0.569883,0.397809,0.149481,-0.517921,0.310003
-0.250932,-0.170025,-0.011492,-0.630718,-0.101785,0.557244,0.768184,0.801702,-0.526784,-0.386682
0.315277,-0.886552,-0.053757,0.310397,-0.491137,0.388132,-0.718801,0.236130,-0.261034,0.253863
-0.095402,-0.435395,-0.367666,0.123284,-0.006170,0.268871,-0.506645,0.437265,-0.151134,-0.244419
